project_id,start_date,end_date,planned_duration_days,actual_duration_days,team_size,num_bugs,num_change_requests,delivery_delay_days,budget_overrun_pct,predicted_risk
P10371,2022-05-13,2022-09-30,114,140,15,1,11,26,0.36,High
P10372,2024-05-16,2024-09-06,100,113,21,38,9,13,0.02,Low
P10373,2023-07-16,2023-10-22,73,98,9,32,2,25,0.0,Low
P10374,2022-04-19,2022-09-30,163,164,5,0,4,1,0.09,Low
P10375,2021-07-21,2021-12-24,128,156,17,47,7,28,0.39,Medium
P10376,2022-11-10,2023-06-12,186,214,22,45,4,28,0.25,Medium
P10377,2021-02-19,2021-06-01,116,102,8,15,16,-14,0.0,Low
P10378,2021-08-06,2021-12-14,113,130,11,25,1,17,0.38,Medium
P10379,2022-08-17,2023-04-20,199,246,25,92,16,47,0.51,High
P10380,2024-04-06,2024-05-16,69,40,19,44,2,-29,0.09,Low
P10381,2021-09-26,2021-10-31,63,35,16,34,18,-28,-0.03,Low
P10382,2024-02-14,2024-08-08,136,176,29,57,17,40,0.22,High
P10383,2021-11-10,2022-05-08,193,179,14,23,13,-14,0.37,High
P10384,2023-07-25,2024-03-12,192,231,8,54,3,39,-0.04,Low
P10385,2021-06-28,2022-02-23,224,240,18,77,17,16,0.49,High
P10386,2021-01-30,2021-07-09,136,160,26,57,10,24,0.57,Medium
P10387,2022-08-01,2022-11-18,109,109,7,33,2,0,-0.09,Low
P10388,2022-10-24,2023-02-13,114,112,5,27,12,-2,-0.09,Low
P10389,2022-09-19,2022-12-10,69,82,26,47,8,13,0.46,Medium
P10390,2023-05-31,2023-11-27,154,180,24,88,7,26,-0.05,Low
P10391,2022-03-05,2022-11-17,202,257,27,84,10,55,0.36,High
P10392,2024-08-24,2024-12-16,97,114,6,96,3,17,0.35,Medium
P10393,2023-02-15,2023-09-13,214,210,21,32,10,-4,0.32,Low
P10394,2022-06-09,2022-08-22,62,74,29,76,10,12,-0.01,Low
P10395,2023-07-05,2024-03-03,187,242,15,10,16,55,-0.1,High
P10396,2021-01-23,2021-09-04,200,224,20,50,10,24,0.0,Low
P10397,2024-06-18,2024-10-24,139,128,21,70,18,-11,0.52,High
P10398,2024-12-26,2025-05-14,118,139,13,22,12,21,0.18,Medium
P10399,2024-04-15,2024-11-14,213,213,27,50,3,0,-0.09,Low
P10400,2024-09-25,2025-03-21,163,177,11,59,0,14,0.03,Low
P10401,2022-12-17,2023-08-15,188,241,9,13,8,53,0.01,Medium
P10402,2024-01-25,2024-07-17,122,174,12,28,0,52,0.58,High
P10403,2022-07-31,2022-11-20,127,112,5,99,1,-15,0.53,Low
P10404,2021-11-16,2022-02-23,105,99,29,1,15,-6,-0.01,Low
P10405,2024-02-05,2024-09-29,190,237,25,14,11,47,0.12,High
P10406,2020-12-26,2021-05-29,120,154,20,51,17,34,0.11,High
P10407,2021-11-07,2022-07-13,232,248,17,67,2,16,-0.04,Low
P10408,2023-02-09,2023-08-01,171,173,23,9,14,2,0.22,High
P10409,2020-05-06,2020-07-15,81,70,7,74,17,-11,0.35,High
P10410,2022-07-08,2023-02-06,205,213,9,75,18,8,-0.09,Low
P10411,2020-07-21,2020-12-08,84,140,21,52,13,56,0.31,High
P10412,2023-12-11,2024-01-21,62,41,5,45,17,-21,0.47,High
P10413,2024-11-26,2025-05-28,141,183,10,98,1,42,0.57,High
P10414,2020-09-11,2020-10-25,74,44,18,68,3,-30,0.1,Low
P10415,2021-08-17,2022-02-18,188,185,25,92,7,-3,0.48,Medium
P10416,2023-03-20,2023-09-26,138,190,16,73,8,52,0.12,Medium
P10417,2022-12-12,2023-06-07,132,177,28,0,7,45,0.19,Medium
P10418,2022-04-21,2022-07-16,85,86,27,88,1,1,0.39,Low
P10419,2024-04-15,2024-07-09,114,85,28,82,3,-29,0.01,Low
P10420,2022-05-06,2023-01-30,226,269,25,48,15,43,0.39,High
P10421,2021-04-23,2021-08-13,142,112,13,11,3,-30,0.28,Low
P10422,2024-08-26,2024-11-12,69,78,25,19,15,9,0.29,High
P10423,2022-02-24,2022-07-01,129,127,17,23,4,-2,0.02,Low
P10424,2023-02-18,2023-04-28,75,69,10,8,11,-6,0.25,High
P10425,2021-11-26,2022-07-22,198,238,9,88,6,40,0.19,Medium
P10426,2020-04-06,2020-11-10,177,218,24,67,13,41,0.49,High
P10427,2024-09-25,2025-04-26,231,213,26,81,13,-18,0.14,Medium
P10428,2022-04-26,2022-07-01,77,66,9,27,9,-11,0.38,Low
P10429,2023-03-09,2023-06-15,100,98,19,87,12,-2,0.37,High
P10430,2020-10-29,2021-03-28,142,150,10,92,13,8,0.23,High
P10431,2021-04-23,2021-10-05,186,165,13,47,7,-21,0.41,Medium
P10432,2021-11-08,2022-04-03,122,146,18,2,3,24,0.06,Low
P10433,2024-07-12,2025-01-05,139,177,6,73,15,38,0.36,High
P10434,2020-11-28,2021-06-25,172,209,8,75,17,37,0.35,High
P10435,2020-11-04,2021-03-30,135,146,12,85,3,11,0.24,Medium
P10436,2021-01-05,2021-04-16,85,101,8,57,8,16,0.22,Medium
P10437,2024-03-23,2024-07-16,99,115,17,84,12,16,0.58,High
P10438,2020-05-22,2020-09-11,111,112,8,66,12,1,0.41,High
P10439,2021-09-30,2022-03-26,134,177,8,5,18,43,-0.05,High
P10440,2022-04-02,2022-10-05,149,186,21,60,2,37,0.4,High
P10441,2022-05-29,2022-09-23,91,117,10,76,14,26,0.24,High
P10442,2024-07-20,2024-11-04,60,107,15,10,6,47,0.02,Low
P10443,2020-09-12,2021-05-15,190,245,18,46,3,55,0.19,Medium
P10444,2020-12-18,2021-08-08,235,233,18,42,7,-2,0.16,Low
P10445,2023-05-23,2023-12-07,146,198,16,94,12,52,0.3,High
P10446,2023-06-01,2024-01-05,218,218,15,14,5,0,0.22,Low
P10447,2021-09-02,2022-04-25,224,235,26,86,14,11,0.59,High
P10448,2022-07-20,2022-12-03,154,136,17,26,10,-18,-0.02,Low
P10449,2022-06-20,2022-12-05,152,168,20,27,19,16,0.47,High
P10450,2023-05-17,2023-10-09,155,145,13,86,7,-10,0.32,Low
P10451,2024-11-26,2025-01-27,90,62,16,32,18,-28,0.35,High
P10452,2023-09-17,2023-11-27,89,71,24,27,4,-18,0.15,Low
P10453,2023-10-25,2024-01-25,116,92,12,72,11,-24,0.45,High
P10454,2024-01-07,2024-06-21,161,166,18,91,18,5,0.45,High
P10455,2023-08-11,2024-02-07,129,180,22,85,11,51,0.39,High
P10456,2020-06-29,2020-10-05,85,98,29,69,4,13,0.45,Medium
P10457,2021-09-28,2022-03-22,181,175,9,68,4,-6,0.07,Low
P10458,2023-06-13,2023-10-09,134,118,26,39,12,-16,-0.05,Low
P10459,2020-10-28,2021-04-17,157,171,9,88,1,14,0.46,Medium
P10460,2021-09-28,2021-12-26,81,89,13,9,14,8,0.48,High
P10461,2022-06-29,2022-11-30,144,154,9,19,0,10,0.2,Low
P10462,2020-09-18,2020-12-29,132,102,26,14,5,-30,-0.09,Low
P10463,2021-03-18,2021-07-28,93,132,27,7,6,39,0.51,High
P10464,2023-07-01,2023-11-27,118,149,11,30,10,31,0.48,High
P10465,2021-07-25,2021-12-02,77,130,20,15,3,53,0.4,High
P10466,2023-09-19,2024-01-21,77,124,7,76,1,47,0.24,High
P10467,2022-06-05,2023-01-09,236,218,10,26,18,-18,0.12,Medium
P10468,2023-05-18,2023-12-18,167,214,20,84,10,47,0.4,High
P10469,2024-10-20,2025-06-09,220,232,14,16,5,12,0.56,Medium
P10470,2020-11-19,2021-06-29,166,222,24,90,12,56,0.6,High
P10471,2022-05-06,2022-12-24,181,232,19,20,4,51,-0.1,Medium
P10472,2024-07-11,2025-01-22,203,195,13,91,16,-8,0.29,High
P10473,2022-11-30,2023-06-14,214,196,11,15,6,-18,0.6,Low
P10474,2023-12-01,2024-06-14,168,196,7,75,13,28,-0.06,Medium
P10475,2020-07-13,2020-12-23,143,163,15,86,8,20,0.36,Medium
P10476,2022-07-05,2023-04-01,233,270,25,93,15,37,-0.09,High
P10477,2022-02-17,2022-06-03,94,106,20,26,17,12,0.38,High
P10478,2021-04-27,2021-12-23,188,240,11,91,11,52,0.53,High
P10479,2024-07-17,2025-03-26,234,252,7,75,5,18,0.53,Medium
P10480,2021-02-27,2021-07-28,92,151,8,69,10,59,0.32,High
P10481,2020-09-27,2021-06-29,229,275,12,47,16,46,0.57,High
P10482,2020-08-03,2021-03-23,226,232,22,83,0,6,0.47,Medium
P10483,2022-01-10,2022-06-16,178,157,9,53,4,-21,0.12,Low
P10484,2023-10-10,2024-04-21,206,194,18,71,18,-12,0.38,High
P10485,2023-07-03,2024-01-12,170,193,22,93,2,23,0.38,Medium
P10486,2023-05-27,2023-09-29,84,125,29,40,15,41,0.35,High
P10487,2020-06-05,2020-09-28,116,115,22,68,12,-1,0.45,High
P10488,2024-01-24,2024-07-10,164,168,12,81,10,4,0.45,Medium
P10489,2022-10-06,2023-03-23,109,168,10,20,8,59,0.54,High
P10490,2022-07-29,2023-03-07,182,221,17,88,1,39,0.02,Medium
P10491,2023-06-24,2024-01-02,181,192,11,69,12,11,0.35,High
P10492,2023-09-11,2023-12-15,120,95,8,50,9,-25,0.23,Low
P10493,2024-07-14,2025-02-13,210,214,18,36,18,4,-0.08,Low
P10494,2022-03-17,2022-10-07,191,204,8,41,15,13,0.31,High
P10495,2021-10-19,2022-05-10,204,203,10,50,17,-1,0.51,High
P10496,2022-06-28,2022-10-31,97,125,11,5,19,28,0.46,High
P10497,2020-04-28,2020-07-29,102,92,6,45,5,-10,0.35,Low
P10498,2021-11-30,2022-03-04,109,94,6,34,8,-15,0.34,Low
P10499,2024-08-07,2024-09-26,65,50,18,57,18,-15,0.05,Low
P10500,2024-04-24,2024-08-20,114,118,24,69,9,4,-0.04,Low
P10501,2022-08-08,2022-11-23,116,107,28,9,16,-9,-0.08,Low
P10502,2021-05-05,2021-09-26,98,144,24,49,12,46,0.59,High
P10503,2024-01-23,2024-04-16,61,84,18,17,11,23,0.14,Medium
P10504,2024-04-04,2024-10-30,223,209,18,75,18,-14,0.45,High
P10505,2021-08-05,2022-02-14,213,193,28,71,18,-20,0.25,High
P10506,2020-09-29,2021-03-12,176,164,23,35,5,-12,0.49,Low
P10507,2023-02-06,2023-07-06,161,150,8,15,8,-11,0.56,Low
P10508,2023-11-15,2024-04-09,171,146,11,83,15,-25,0.29,High
P10509,2021-02-23,2021-09-14,157,203,13,33,2,46,-0.02,Low
P10510,2024-01-15,2024-08-20,218,218,28,48,12,0,0.41,High
P10511,2021-08-18,2021-11-15,93,89,13,58,9,-4,0.51,Low
P10512,2024-04-18,2024-11-05,174,201,25,33,19,27,0.42,High
P10513,2020-01-21,2020-08-16,199,208,17,60,9,9,0.38,Medium
P10514,2024-06-26,2024-12-12,172,169,21,27,15,-3,0.12,Medium
P10515,2021-04-23,2021-09-12,160,142,6,19,1,-18,0.37,Low
P10516,2024-10-15,2025-01-09,81,86,21,79,12,5,0.47,High
P10517,2022-03-13,2022-05-25,62,73,14,35,3,11,-0.05,Low
P10518,2024-06-29,2024-10-27,88,120,29,6,10,32,0.55,High
P10519,2021-06-19,2021-12-22,177,186,16,32,1,9,0.2,Low
P10520,2024-05-02,2024-11-17,140,199,10,5,16,59,0.36,High
P10521,2023-07-16,2023-10-27,133,103,6,22,1,-30,0.16,Low
P10522,2024-09-24,2025-01-11,84,109,27,32,13,25,0.11,Medium
P10523,2021-05-04,2021-08-05,104,93,24,71,15,-11,0.14,Medium
P10524,2022-08-05,2022-11-24,118,111,16,4,9,-7,0.52,Low
P10525,2021-08-14,2022-02-12,123,182,18,73,3,59,0.36,High
P10526,2021-02-02,2021-05-26,78,113,29,25,10,35,0.27,High
P10527,2021-03-12,2021-07-11,71,121,11,94,18,50,-0.07,High
P10528,2024-04-19,2025-01-23,226,279,28,63,18,53,0.08,High
P10529,2021-03-30,2021-12-04,214,249,5,37,17,35,0.12,High
P10530,2020-12-06,2021-09-20,237,288,18,85,6,51,0.36,High
P10531,2021-09-12,2022-03-21,136,190,21,80,13,54,0.1,High
P10532,2021-09-02,2022-02-01,146,152,18,19,8,6,-0.05,Low
P10533,2024-04-13,2024-07-23,92,101,12,62,8,9,0.48,Low
P10534,2024-11-09,2025-02-03,94,86,6,14,3,-8,0.27,Low
P10535,2021-01-19,2021-04-13,77,84,24,7,14,7,-0.05,Low
P10536,2024-06-02,2025-01-13,189,225,17,89,11,36,0.53,High
P10537,2020-03-05,2020-11-14,238,254,18,81,4,16,0.12,Medium
P10538,2024-01-11,2024-05-29,140,139,7,44,11,-1,0.09,Low
P10539,2022-11-28,2023-05-31,172,184,24,66,10,12,0.01,Low
P10540,2023-09-21,2024-05-02,189,224,15,77,19,35,-0.06,High
P10541,2020-06-23,2021-01-09,205,200,28,90,9,-5,-0.07,Low
P10542,2023-08-06,2024-02-24,172,202,15,94,8,30,0.36,Medium
P10543,2022-12-08,2023-03-17,84,99,17,55,2,15,0.53,Medium
P10544,2021-12-09,2022-03-24,118,105,19,94,3,-13,0.06,Low
P10545,2020-09-29,2021-05-23,206,236,5,33,14,30,0.58,High
P10546,2024-01-13,2024-06-21,130,160,17,6,6,30,0.16,Low
P10547,2024-01-31,2024-10-13,224,256,19,78,4,32,0.16,Medium
P10548,2023-05-30,2023-10-11,158,134,15,64,8,-24,0.1,Low
P10549,2022-08-18,2022-12-06,89,110,6,68,19,21,0.28,High
P10550,2024-05-05,2024-11-08,183,187,14,55,7,4,0.29,Medium
P10551,2020-01-15,2020-06-26,145,163,25,65,0,18,-0.07,Low
P10552,2022-04-03,2022-11-14,213,225,12,97,2,12,0.23,Medium
P10553,2022-09-16,2022-12-27,96,102,21,77,5,6,0.02,Low
P10554,2023-01-04,2023-05-14,149,130,29,37,18,-19,-0.05,Low
P10555,2023-07-27,2024-03-28,202,245,11,53,11,43,0.45,High
P10556,2024-06-29,2024-10-29,125,122,15,18,15,-3,0.56,Medium
P10557,2021-05-26,2021-12-05,136,193,25,90,4,57,0.55,High
P10558,2021-08-24,2022-04-12,184,231,22,78,15,47,0.18,High
P10559,2024-03-14,2024-09-24,174,194,11,84,8,20,0.26,Medium
P10560,2021-08-28,2022-03-06,171,190,9,15,14,19,0.43,High
P10561,2022-06-15,2022-12-08,145,176,7,25,9,31,0.07,Medium
P10562,2024-05-19,2024-10-31,170,165,21,45,7,-5,0.43,Medium
P10563,2024-05-08,2024-07-21,87,74,14,16,6,-13,0.55,Low
P10564,2022-08-03,2022-10-23,98,81,12,29,18,-17,0.05,Low
P10565,2021-04-09,2021-11-04,204,209,29,51,4,5,0.4,Medium
P10566,2022-09-19,2023-03-05,162,167,20,79,4,5,0.04,Low
P10567,2022-09-26,2023-04-29,223,215,8,38,14,-8,0.39,High
P10568,2024-03-24,2024-11-17,232,238,18,80,2,6,0.03,Low
P10569,2022-03-30,2022-11-17,183,232,20,0,5,49,0.5,High
P10570,2021-08-18,2022-01-22,108,157,26,79,14,49,-0.09,High
P10571,2023-02-07,2023-06-24,121,137,13,72,6,16,0.14,Low
P10572,2022-02-04,2022-05-28,138,113,17,53,6,-25,0.23,Low
P10573,2020-04-22,2020-07-14,80,83,5,62,18,3,0.35,High
P10574,2022-08-13,2023-02-05,177,176,19,50,13,-1,0.51,High
P10575,2021-11-12,2022-05-08,124,177,15,42,19,53,0.1,High
P10576,2024-12-13,2025-06-06,133,175,20,92,18,42,-0.04,High
P10577,2021-03-04,2021-09-20,187,200,24,86,7,13,0.4,Medium
P10578,2023-08-26,2024-03-18,220,205,29,79,1,-15,-0.09,Low
P10579,2020-08-01,2020-12-24,103,145,29,11,16,42,0.44,High
P10580,2024-02-25,2024-09-18,174,206,20,61,8,32,-0.09,Low
P10581,2023-07-20,2024-04-22,232,277,17,6,18,45,0.2,High
P10582,2021-03-14,2021-07-17,110,125,12,65,18,15,-0.09,Medium
P10583,2021-09-18,2022-03-01,180,164,16,11,7,-16,0.12,Low
P10584,2020-07-16,2021-04-08,222,266,26,89,9,44,0.57,High
P10585,2024-04-10,2024-08-07,87,119,18,69,13,32,0.0,High
P10586,2024-01-27,2024-08-17,156,203,11,11,7,47,0.48,High
P10587,2023-06-06,2023-10-26,141,142,7,86,0,1,0.27,Medium
P10588,2023-05-24,2023-09-30,85,129,18,27,0,44,-0.09,Low
P10589,2021-08-17,2022-04-26,223,252,25,55,3,29,0.4,Medium
P10590,2024-03-27,2024-10-17,161,204,26,32,19,43,0.58,High
P10591,2020-03-25,2020-08-03,89,131,19,5,8,42,-0.03,Medium
P10592,2022-04-23,2022-10-13,140,173,6,65,8,33,0.18,Medium
P10593,2020-04-14,2020-07-15,117,92,17,52,4,-25,-0.04,Low
P10594,2021-04-23,2021-10-25,131,185,5,25,2,54,0.42,High
P10595,2020-12-26,2021-05-22,116,147,11,40,4,31,0.1,Low
P10596,2022-11-13,2023-02-06,96,85,6,73,2,-11,0.21,Medium
P10597,2020-11-07,2021-04-10,128,154,13,99,13,26,0.26,High
P10598,2024-07-28,2025-01-16,116,172,16,7,9,56,0.43,High
P10599,2020-06-14,2020-10-30,128,138,29,67,8,10,0.38,Medium
P10600,2020-04-15,2020-11-10,228,209,20,49,1,-19,0.17,Low
P10601,2024-10-06,2025-04-11,162,187,15,96,1,25,0.55,Medium
P10602,2021-08-26,2021-11-07,62,73,26,65,13,11,0.34,High
P10603,2021-02-25,2021-07-28,152,153,28,65,1,1,0.55,Medium
P10604,2023-07-05,2023-08-30,83,56,12,89,4,-27,0.5,Low
P10605,2021-01-15,2021-05-31,139,136,15,85,7,-3,-0.02,Low
P10606,2023-01-16,2023-06-13,173,148,28,27,14,-25,0.37,High
P10607,2020-06-11,2020-11-16,106,158,7,51,2,52,0.16,Medium
P10608,2021-08-31,2022-01-17,167,139,27,87,2,-28,0.52,Low
P10609,2021-12-03,2022-02-13,69,72,21,56,11,3,-0.08,Low
P10610,2024-11-03,2025-02-11,93,100,13,50,8,7,0.42,Low
P10611,2020-08-02,2021-03-28,232,238,10,25,8,6,-0.04,Low
P10612,2022-10-19,2023-03-13,111,145,22,53,9,34,0.4,High
P10613,2020-10-04,2021-01-26,124,114,13,59,9,-10,-0.03,Low
P10614,2024-10-16,2025-06-16,224,243,19,9,14,19,0.27,High
P10615,2022-08-24,2022-12-08,107,106,16,70,11,-1,0.56,High
P10616,2024-11-03,2025-02-14,110,103,24,87,13,-7,0.08,Low
P10617,2020-03-18,2020-10-14,202,210,27,86,14,8,0.13,Medium
P10618,2023-09-05,2024-03-11,182,188,24,4,13,6,0.13,Medium
P10619,2023-09-14,2023-11-28,89,75,11,51,8,-14,0.49,Low
P10620,2024-11-07,2025-04-20,183,164,14,7,17,-19,0.32,High
P10621,2021-09-25,2021-11-17,69,53,10,32,16,-16,0.38,High
P10622,2024-03-14,2024-09-03,193,173,9,11,6,-20,-0.1,Low
P10623,2022-12-22,2023-07-08,178,198,22,34,17,20,-0.07,Medium
P10624,2024-01-01,2024-05-20,132,140,14,83,8,8,0.25,Low
P10625,2023-12-28,2024-04-22,119,116,28,6,7,-3,0.14,Low
P10626,2024-01-02,2024-05-07,123,126,8,54,12,3,0.12,Medium
P10627,2024-04-12,2024-08-31,111,141,20,14,19,30,0.31,High
P10628,2021-09-11,2021-10-18,62,37,22,95,10,-25,0.34,Low
P10629,2024-05-31,2024-10-15,108,137,25,56,11,29,0.14,Medium
P10630,2023-11-30,2024-06-15,167,198,20,49,18,31,-0.01,High
P10631,2020-06-17,2020-11-01,152,137,29,50,1,-15,0.45,Low
P10632,2022-12-05,2023-06-10,132,187,26,85,16,55,0.23,High
P10633,2022-10-12,2023-03-31,154,170,27,66,13,16,0.23,High
P10634,2023-02-09,2023-07-24,190,165,15,23,14,-25,0.32,High
P10635,2024-03-19,2024-08-14,164,148,6,4,17,-16,0.22,High
P10636,2024-12-12,2025-06-12,125,182,19,35,7,57,0.5,High
P10637,2021-05-03,2021-09-13,149,133,9,58,16,-16,0.17,Medium
P10638,2020-11-16,2021-08-21,222,278,11,37,6,56,0.57,High
P10639,2022-07-30,2023-03-05,198,218,27,75,3,20,0.1,Low
P10640,2022-06-14,2023-01-18,160,218,29,4,2,58,0.59,High
P10641,2020-11-16,2021-03-24,152,128,10,45,7,-24,0.17,Low
P10642,2021-08-14,2022-03-30,190,228,25,21,2,38,0.45,High
P10643,2020-06-19,2020-11-26,167,160,27,90,18,-7,0.15,Medium
P10644,2023-06-13,2023-09-02,62,81,11,79,16,19,0.15,Medium
P10645,2020-03-06,2020-11-09,227,248,10,1,14,21,-0.02,Medium
P10646,2021-04-11,2021-05-26,67,45,7,17,19,-22,-0.02,Low
P10647,2021-05-27,2022-01-13,227,231,8,29,19,4,0.43,High
P10648,2020-11-23,2021-04-21,152,149,11,96,19,-3,0.19,Medium
P10649,2022-05-09,2022-12-14,202,219,22,5,6,17,0.17,Medium
P10650,2023-03-29,2023-10-21,222,206,15,83,9,-16,0.48,Medium
P10651,2022-12-02,2023-04-13,130,132,10,18,16,2,-0.09,Low
P10652,2021-04-05,2021-09-18,109,166,18,52,13,57,0.36,High
P10653,2021-03-13,2021-09-07,130,178,23,36,19,48,-0.08,High
P10654,2021-05-28,2021-11-25,207,181,27,31,14,-26,0.41,High
P10655,2021-03-29,2021-06-17,60,80,12,93,11,20,0.59,High
P10656,2022-01-14,2022-04-03,82,79,14,13,19,-3,0.21,High
P10657,2022-06-27,2022-12-24,135,180,20,96,16,45,0.16,High
P10658,2021-09-21,2022-03-03,136,163,26,73,15,27,0.19,Medium
P10659,2020-11-20,2021-06-13,222,205,16,62,11,-17,-0.03,Low
P10660,2024-08-08,2025-02-20,208,196,19,6,16,-12,-0.02,Low
P10661,2022-12-27,2023-08-18,202,234,28,20,14,32,0.18,High
P10662,2021-06-16,2021-12-02,110,169,17,20,10,59,-0.08,Medium
P10663,2024-08-27,2025-04-13,194,229,17,73,0,35,0.13,Medium
P10664,2023-10-17,2024-05-09,225,205,13,30,7,-20,0.13,Low
P10665,2021-07-18,2021-11-07,75,112,14,33,2,37,-0.0,Low
P10666,2022-04-19,2022-09-15,161,149,18,36,9,-12,0.37,Low
P10667,2024-06-25,2024-11-12,95,140,26,38,16,45,0.4,High
P10668,2020-04-18,2020-08-14,139,118,27,62,1,-21,0.25,Low
P10669,2020-05-16,2020-11-04,200,172,14,37,5,-28,-0.09,Low
P10670,2024-02-08,2024-07-14,146,157,9,76,12,11,-0.08,Medium
P10671,2022-02-14,2022-09-25,211,223,18,20,4,12,0.41,Medium
P10672,2021-11-24,2022-01-21,69,58,9,5,17,-11,0.16,Medium
P10673,2023-02-26,2023-08-05,136,160,15,29,7,24,0.32,Medium
P10674,2023-12-12,2024-06-13,152,184,9,3,0,32,0.14,Medium
P10675,2022-08-08,2023-03-05,204,209,23,10,11,5,0.36,High
P10676,2020-10-19,2021-02-23,132,127,22,93,12,-5,0.25,High
P10677,2024-08-01,2024-12-31,158,152,14,16,19,-6,0.58,High
P10678,2021-06-25,2021-09-03,66,70,13,50,15,4,0.52,Medium
P10679,2021-05-15,2022-01-06,234,236,6,14,16,2,-0.06,Low
P10680,2020-07-16,2021-01-02,169,170,16,89,7,1,0.53,Medium
P10681,2020-02-09,2020-03-24,64,44,6,51,8,-20,-0.1,Low
P10682,2021-04-08,2021-10-04,168,179,23,25,8,11,0.03,Low
P10683,2023-12-12,2024-05-08,101,148,11,38,3,47,0.1,Low
P10684,2022-09-12,2023-03-06,160,175,21,96,14,15,0.51,High
P10685,2024-05-07,2024-08-21,91,106,8,35,19,15,-0.01,Medium
P10686,2020-03-06,2020-10-18,220,226,14,19,14,6,0.06,Low
P10687,2024-06-29,2025-02-05,169,221,10,17,3,52,0.33,High
P10688,2021-08-27,2022-01-31,157,157,18,38,14,0,0.56,High
P10689,2022-04-09,2022-11-23,198,228,8,31,19,30,0.59,High
P10690,2021-10-02,2022-04-13,140,193,9,38,10,53,0.19,Medium
P10691,2021-04-20,2021-10-22,202,185,5,5,8,-17,0.2,Low
P10692,2021-07-12,2022-04-06,209,268,23,10,9,59,0.03,Medium
P10693,2022-12-30,2023-08-25,215,238,11,69,5,23,0.12,Low
P10694,2023-01-28,2023-09-04,220,219,26,92,8,-1,0.43,Medium
P10695,2021-12-24,2022-07-12,205,200,14,93,8,-5,0.05,Low
P10696,2021-12-07,2022-04-08,140,122,12,58,8,-18,0.03,Low
P10697,2021-12-29,2022-09-09,235,254,5,10,12,19,-0.02,Medium
P10698,2021-10-26,2022-01-28,86,94,6,98,2,8,0.51,Low
P10699,2024-03-07,2024-07-17,104,132,16,11,10,28,0.41,Medium
P10700,2024-07-06,2024-11-09,137,126,26,74,14,-11,0.24,High
P10701,2021-10-14,2022-03-14,155,151,6,99,9,-4,0.43,Medium
P10702,2021-04-07,2021-09-08,113,154,24,93,16,41,0.0,High
P10703,2023-11-16,2024-06-04,184,201,28,95,5,17,0.26,Medium
P10704,2024-06-01,2024-10-13,164,134,16,45,3,-30,0.2,Low
P10705,2020-03-30,2020-06-19,63,81,11,42,6,18,0.17,Low
P10706,2021-01-09,2021-06-29,169,171,16,73,15,2,0.06,Low
P10707,2020-09-09,2021-04-13,204,216,20,1,11,12,0.22,Medium
P10708,2022-07-12,2022-10-30,134,110,26,3,9,-24,0.44,Low
P10709,2024-05-01,2024-11-08,157,191,5,8,14,34,0.23,High
P10710,2023-06-24,2023-11-23,156,152,7,67,4,-4,0.13,Low
P10711,2024-01-19,2024-08-13,162,207,13,81,2,45,0.51,High
P10712,2024-04-03,2024-09-22,188,172,5,56,18,-16,0.21,High
P10713,2024-12-21,2025-09-07,231,260,16,17,17,29,0.05,Medium
P10714,2024-12-07,2025-06-24,209,199,17,95,5,-10,0.2,Low
P10715,2023-08-25,2024-04-12,237,231,7,22,18,-6,0.03,Low
P10716,2020-07-16,2021-04-22,222,280,12,73,16,58,0.41,High
P10717,2021-04-16,2021-09-10,163,147,12,61,3,-16,-0.01,Low
P10718,2023-12-24,2024-04-13,86,111,9,65,8,25,-0.03,Low
P10719,2023-09-01,2024-01-10,128,131,12,26,1,3,0.39,Low
P10720,2020-08-14,2021-01-15,119,154,19,21,16,35,0.38,High
P10721,2020-01-07,2020-07-31,219,206,14,18,18,-13,0.21,High
P10722,2021-06-24,2022-03-05,201,254,23,55,8,53,0.14,Medium
P10723,2022-12-11,2023-07-02,144,203,12,5,12,59,-0.1,High
P10724,2024-09-26,2025-03-21,162,176,23,42,12,14,0.33,High
P10725,2021-06-23,2021-11-04,86,134,19,69,6,48,0.02,Low
P10726,2021-05-02,2021-09-07,96,128,23,66,5,32,0.53,High
P10727,2021-04-29,2021-10-20,196,174,9,35,14,-22,0.25,High
P10728,2020-05-06,2021-02-17,238,287,26,44,19,49,0.19,High
P10729,2022-09-02,2023-06-06,224,277,27,74,13,53,0.38,High
P10730,2020-07-08,2020-12-09,116,154,29,93,7,38,0.53,High
P10731,2020-05-20,2021-01-13,234,238,24,62,4,4,0.23,Medium
P10732,2022-12-04,2023-04-22,142,139,14,57,6,-3,0.35,Low
P10733,2022-04-21,2022-10-11,127,173,18,19,4,46,0.23,High
P10734,2024-11-30,2025-07-07,188,219,6,89,16,31,0.12,High
P10735,2024-07-13,2024-11-27,145,137,10,32,6,-8,-0.01,Low
P10736,2020-05-29,2020-12-06,168,191,29,2,11,23,0.47,High
P10737,2022-05-06,2022-07-02,76,57,10,71,1,-19,0.44,Medium
P10738,2022-01-28,2022-07-22,137,175,22,2,18,38,0.2,High
P10739,2024-10-12,2025-02-12,111,123,6,34,3,12,0.15,Low
P10740,2020-05-13,2020-11-18,177,189,27,14,4,12,0.02,Low
P10741,2024-06-19,2024-08-27,63,69,27,31,8,6,0.04,Low
P10742,2022-03-28,2022-09-21,142,177,15,16,18,35,0.25,High
P10743,2021-02-12,2021-08-02,146,171,24,66,18,25,0.26,High
